,TransactionID,CustomerID,ProductID,Date,Quantity,Discount,status,Category,Price,Name,Region,Signup_Date,total_amount,Month_Name,Day_Name
183,10184,CUST-006,PROD-013,2023-01-08 15:00:00,8,0.1,Approved,Office,60.22,Customer_6,North,2020-02-09,433.58,January,Sunday
184,10185,CUST-091,PROD-019,2023-01-08 16:00:00,2,0.0,Approved,Clothing,70.37,Customer_91,South,2021-09-26,140.74,January,Sunday
185,10186,CUST-061,PROD-018,2023-01-08 17:00:00,6,0.2,Approved,Furniture,211.46,Customer_61,South,2021-02-28,1015.01,January,Sunday
186,10187,CUST-010,PROD-016,2023-01-08 18:00:00,4,0.1,Approved,Electronics,50.92,Customer_10,North,2020-03-08,183.31,January,Sunday
187,10188,CUST-023,PROD-004,2023-01-08 19:00:00,4,0.0,Approved,Office,340.59,Customer_23,Midwest,2020-06-07,1362.36,January,Sunday
188,10189,CUST-073,PROD-009,2023-01-08 20:00:00,7,0.2,Approved,Furniture,293.46,Customer_73,West,2021-05-23,1643.38,January,Sunday
189,10190,CUST-025,PROD-017,2023-01-08 21:00:00,6,0.2,Approved,Furniture,244.09,Customer_25,North,2020-06-21,1171.63,January,Sunday
190,10191,CUST-065,PROD-008,2023-01-08 22:00:00,1,0.0,Approved,Office,348.22,Customer_65,South,2021-03-28,348.22,January,Sunday
191,10192,CUST-019,PROD-012,2023-01-08 23:00:00,7,0.0,Approved,Furniture,64.77,Customer_19,West,2020-05-10,453.39,January,Sunday
192,10193,CUST-080,PROD-012,2023-01-09 00:00:00,4,0.05,Approved,Furniture,64.77,Customer_80,West,2021-07-11,246.13,January,Monday
193,10194,CUST-080,PROD-008,2023-01-09 01:00:00,2,0.0,Approved,Office,348.22,Customer_80,West,2021-07-11,696.44,January,Monday
194,10195,CUST-086,PROD-004,2023-01-09 02:00:00,3,0.05,Approved,Office,340.59,Customer_86,Midwest,2021-08-22,970.68,January,Monday
195,10196,CUST-081,PROD-004,2023-01-09 03:00:00,6,0.1,Approved,Office,340.59,Customer_81,West,2021-07-18,1839.19,January,Monday
196,10197,CUST-100,PROD-013,2023-01-09 04:00:00,2,0.0,Approved,Office,60.22,Customer_100,West,2021-11-28,120.44,January,Monday
197,10198,CUST-084,PROD-017,2023-01-09 05:00:00,2,0.0,Approved,Furniture,244.09,Customer_84,South,2021-08-08,488.18,January,Monday
198,10199,CUST-095,PROD-011,2023-01-09 06:00:00,2,0.1,Approved,Electronics,93.48,Customer_95,South,2021-10-24,168.26,January,Monday
199,10200,CUST-030,PROD-009,2023-01-09 07:00:00,1,0.1,Returned,Furniture,293.46,Customer_30,North,2020-07-26,264.11,January,Monday
200,10201,CUST-006,PROD-012,2023-01-09 08:00:00,4,0.0,Approved,Furniture,64.77,Customer_6,North,2020-02-09,259.08,January,Monday
201,10202,CUST-071,PROD-009,2023-01-09 09:00:00,3,0.05,Approved,Furniture,293.46,Customer_71,Midwest,2021-05-09,836.36,January,Monday
202,10203,CUST-017,PROD-015,2023-01-09 10:00:00,9,0.1,Approved,Office,108.21,Customer_17,South,2020-04-26,876.5,January,Monday
203,10204,CUST-066,PROD-001,2023-01-09 11:00:00,1,0.0,Approved,Clothing,152.01,Customer_66,West,2021-04-04,152.01,January,Monday
204,10205,CUST-064,PROD-011,2023-01-09 12:00:00,9,0.05,Approved,Electronics,93.48,Customer_64,West,2021-03-21,799.25,January,Monday
205,10206,CUST-097,PROD-003,2023-01-09 13:00:00,6,0.1,Approved,Electronics,481.21,Customer_97,East,2021-11-07,2598.53,January,Monday
206,10207,CUST-038,PROD-019,2023-01-09 14:00:00,5,0.05,Approved,Clothing,70.37,Customer_38,Midwest,2020-09-20,334.26,January,Monday
207,10208,CUST-035,PROD-011,2023-01-09 15:00:00,8,0.05,Approved,Electronics,93.48,Customer_35,Midwest,2020-08-30,710.45,January,Monday
208,10209,CUST-050,PROD-006,2023-01-09 16:00:00,7,0.05,Approved,Electronics,421.8,Customer_50,West,2020-12-13,2804.97,January,Monday
209,10210,CUST-057,PROD-018,2023-01-09 17:00:00,4,0.1,Approved,Furniture,211.46,Customer_57,East,2021-01-31,761.26,January,Monday
210,10211,CUST-099,PROD-008,2023-01-09 18:00:00,8,0.1,Approved,Office,348.22,Customer_99,North,2021-11-21,2507.18,January,Monday
211,10212,CUST-083,PROD-010,2023-01-09 19:00:00,4,0.1,Approved,Electronics,294.57,Customer_83,Midwest,2021-08-01,1060.45,January,Monday
212,10213,CUST-008,PROD-010,2023-01-09 20:00:00,6,0.1,Approved,Electronics,294.57,Customer_8,West,2020-02-23,1590.68,January,Monday
213,10214,CUST-011,PROD-007,2023-01-09 21:00:00,1,0.0,Approved,Clothing,304.97,Customer_11,South,2020-03-15,304.97,January,Monday
214,10215,CUST-032,PROD-015,2023-01-09 22:00:00,1,0.05,Approved,Office,108.21,Customer_32,East,2020-08-09,102.8,January,Monday
215,10216,CUST-048,PROD-011,2023-01-09 23:00:00,8,0.05,Approved,Electronics,93.48,Customer_48,Midwest,2020-11-29,710.45,January,Monday
216,10217,CUST-021,PROD-005,2023-01-10 00:00:00,7,0.1,Approved,Electronics,282.48,Customer_21,Midwest,2020-05-24,1779.62,January,Tuesday
217,10218,CUST-095,PROD-013,2023-01-10 01:00:00,5,0.1,Approved,Office,60.22,Customer_95,South,2021-10-24,270.99,January,Tuesday
218,10219,CUST-077,PROD-002,2023-01-10 02:00:00,9,0.05,Approved,Office,494.51,Customer_77,West,2021-06-20,4228.06,January,Tuesday
219,10220,CUST-048,PROD-002,2023-01-10 03:00:00,1,0.0,Approved,Office,494.51,Customer_48,Midwest,2020-11-29,494.51,January,Tuesday
220,10221,CUST-051,PROD-020,2023-01-10 04:00:00,4,0.1,Approved,Electronics,59.07,Customer_51,South,2020-12-20,212.65,January,Tuesday
221,10222,CUST-028,PROD-005,2023-01-10 05:00:00,9,0.1,Approved,Electronics,282.48,Customer_28,South,2020-07-12,2288.09,January,Tuesday
222,10223,CUST-019,PROD-008,2023-01-10 06:00:00,2,0.1,Approved,Office,348.22,Customer_19,West,2020-05-10,626.8,January,Tuesday
223,10224,CUST-069,PROD-010,2023-01-10 07:00:00,1,0.1,Approved,Electronics,294.57,Customer_69,Midwest,2021-04-25,265.11,January,Tuesday
224,10225,CUST-027,PROD-015,2023-01-10 08:00:00,3,0.2,Approved,Office,108.21,Customer_27,Midwest,2020-07-05,259.7,January,Tuesday
225,10226,CUST-073,PROD-009,2023-01-10 09:00:00,2,0.05,Approved,Furniture,293.46,Customer_73,West,2021-05-23,557.57,January,Tuesday
226,10227,CUST-032,PROD-001,2023-01-10 10:00:00,2,0.0,Approved,Clothing,152.01,Customer_32,East,2020-08-09,304.02,January,Tuesday
227,10228,CUST-021,PROD-009,2023-01-10 11:00:00,4,0.2,Approved,Furniture,293.46,Customer_21,Midwest,2020-05-24,939.07,January,Tuesday
228,10229,CUST-015,PROD-005,2023-01-10 12:00:00,5,0.2,Approved,Electronics,282.48,Customer_15,North,2020-04-12,1129.92,January,Tuesday
229,10230,CUST-013,PROD-020,2023-01-10 13:00:00,9,0.2,Approved,Electronics,59.07,Customer_13,Midwest,2020-03-29,425.3,January,Tuesday
230,10231,CUST-043,PROD-002,2023-01-10 14:00:00,9,0.2,Approved,Office,494.51,Customer_43,West,2020-10-25,3560.47,January,Tuesday
231,10232,CUST-044,PROD-006,2023-01-10 15:00:00,7,0.2,Approved,Electronics,421.8,Customer_44,Midwest,2020-11-01,2362.08,January,Tuesday
232,10233,CUST-020,PROD-014,2023-01-10 16:00:00,2,0.05,Approved,Electronics,300.42,Customer_20,West,2020-05-17,570.8,January,Tuesday
233,10234,CUST-055,PROD-017,2023-01-10 17:00:00,9,0.2,Approved,Furniture,244.09,Customer_55,Midwest,2021-01-17,1757.45,January,Tuesday
234,10235,CUST-015,PROD-007,2023-01-10 18:00:00,7,0.05,Returned,Clothing,304.97,Customer_15,North,2020-04-12,2028.05,January,Tuesday
235,10236,CUST-044,PROD-014,2023-01-10 19:00:00,6,0.0,Approved,Electronics,300.42,Customer_44,Midwest,2020-11-01,1802.52,January,Tuesday
236,10237,CUST-029,PROD-011,2023-01-10 20:00:00,8,0.05,Approved,Electronics,93.48,Customer_29,South,2020-07-19,710.45,January,Tuesday
237,10238,CUST-036,PROD-006,2023-01-10 21:00:00,9,0.0,Approved,Electronics,421.8,Customer_36,East,2020-09-06,3796.2,January,Tuesday
238,10239,CUST-035,PROD-019,2023-01-10 22:00:00,3,0.05,Approved,Clothing,70.37,Customer_35,Midwest,2020-08-30,200.55,January,Tuesday
239,10240,CUST-049,PROD-009,2023-01-10 23:00:00,1,0.1,Approved,Furniture,293.46,Customer_49,West,2020-12-06,264.11,January,Tuesday
240,10241,CUST-032,PROD-001,2023-01-11 00:00:00,1,0.1,Approved,Clothing,152.01,Customer_32,East,2020-08-09,136.81,January,Wednesday
241,10242,CUST-055,PROD-003,2023-01-11 01:00:00,8,0.2,Approved,Electronics,481.21,Customer_55,Midwest,2021-01-17,3079.74,January,Wednesday
242,10243,CUST-030,PROD-005,2023-01-11 02:00:00,3,0.0,Approved,Electronics,282.48,Customer_30,North,2020-07-26,847.44,January,Wednesday
243,10244,CUST-033,PROD-016,2023-01-11 03:00:00,9,0.2,Approved,Electronics,50.92,Customer_33,Midwest,2020-08-16,366.62,January,Wednesday
244,10245,CUST-094,PROD-005,2023-01-11 04:00:00,9,0.2,Approved,Electronics,282.48,Customer_94,East,2021-10-17,2033.86,January,Wednesday
245,10246,CUST-003,PROD-003,2023-01-11 05:00:00,7,0.2,Approved,Electronics,481.21,Customer_3,East,2020-01-19,2694.78,January,Wednesday
246,10247,CUST-022,PROD-004,2023-01-11 06:00:00,6,0.0,Approved,Office,340.59,Customer_22,East,2020-05-31,2043.54,January,Wednesday
247,10248,CUST-079,PROD-003,2023-01-11 07:00:00,3,0.05,Approved,Electronics,481.21,Customer_79,Midwest,2021-07-04,1371.45,January,Wednesday
248,10249,CUST-055,PROD-004,2023-01-11 08:00:00,1,0.2,Approved,Office,340.59,Customer_55,Midwest,2021-01-17,272.47,January,Wednesday
249,10250,CUST-088,PROD-009,2023-01-11 09:00:00,5,0.0,Approved,Furniture,293.46,Customer_88,Midwest,2021-09-05,1467.3,January,Wednesday
250,10251,CUST-065,PROD-017,2023-01-11 10:00:00,3,0.05,Approved,Furniture,244.09,Customer_65,South,2021-03-28,695.66,January,Wednesday
251,10252,CUST-026,PROD-006,2023-01-11 11:00:00,3,0.0,Approved,Electronics,421.8,Customer_26,East,2020-06-28,1265.4,January,Wednesday
252,10253,CUST-046,PROD-013,2023-01-11 12:00:00,4,0.0,Approved,Office,60.22,Customer_46,West,2020-11-15,240.88,January,Wednesday
253,10254,CUST-093,PROD-008,2023-01-11 13:00:00,9,0.1,Approved,Office,348.22,Customer_93,West,2021-10-10,2820.58,January,Wednesday
254,10255,CUST-075,PROD-019,2023-01-11 14:00:00,1,0.1,Approved,Clothing,70.37,Customer_75,South,2021-06-06,63.33,January,Wednesday
255,10256,CUST-054,PROD-009,2023-01-11 15:00:00,8,0.2,Approved,Furniture,293.46,Customer_54,East,2021-01-10,1878.14,January,Wednesday
256,10257,CUST-051,PROD-003,2023-01-11 16:00:00,7,0.2,Approved,Electronics,481.21,Customer_51,South,2020-12-20,2694.78,January,Wednesday
257,10258,CUST-037,PROD-004,2023-01-11 17:00:00,1,0.0,Approved,Office,340.59,Customer_37,East,2020-09-13,340.59,January,Wednesday
258,10259,CUST-084,PROD-015,2023-01-11 18:00:00,8,0.05,Approved,Office,108.21,Customer_84,South,2021-08-08,822.4,January,Wednesday
259,10260,CUST-061,PROD-004,2023-01-11 19:00:00,3,0.05,Approved,Office,340.59,Customer_61,South,2021-02-28,970.68,January,Wednesday
260,10261,CUST-085,PROD-008,2023-01-11 20:00:00,4,0.1,Approved,Office,348.22,Customer_85,West,2021-08-15,1253.59,January,Wednesday
261,10262,CUST-021,PROD-020,2023-01-11 21:00:00,4,0.1,Approved,Electronics,59.07,Customer_21,Midwest,2020-05-24,212.65,January,Wednesday
262,10263,CUST-020,PROD-018,2023-01-11 22:00:00,4,0.1,Approved,Furniture,211.46,Customer_20,West,2020-05-17,761.26,January,Wednesday
263,10264,CUST-035,PROD-020,2023-01-11 23:00:00,6,0.05,Approved,Electronics,59.07,Customer_35,Midwest,2020-08-30,336.7,January,Wednesday
264,10265,CUST-044,PROD-005,2023-01-12 00:00:00,6,0.1,Approved,Electronics,282.48,Customer_44,Midwest,2020-11-01,1525.39,January,Thursday
265,10266,CUST-046,PROD-008,2023-01-12 01:00:00,1,0.2,Approved,Office,348.22,Customer_46,West,2020-11-15,278.58,January,Thursday
266,10267,CUST-055,PROD-017,2023-01-12 02:00:00,6,0.1,Approved,Furniture,244.09,Customer_55,Midwest,2021-01-17,1318.09,January,Thursday
267,10268,CUST-075,PROD-019,2023-01-12 03:00:00,5,0.1,Approved,Clothing,70.37,Customer_75,South,2021-06-06,316.67,January,Thursday
268,10269,CUST-026,PROD-014,2023-01-12 04:00:00,6,0.2,Approved,Electronics,300.42,Customer_26,East,2020-06-28,1442.02,January,Thursday
269,10270,CUST-001,PROD-014,2023-01-12 05:00:00,7,0.0,Approved,Electronics,300.42,Customer_1,South,2020-01-05,2102.94,January,Thursday
270,10271,CUST-094,PROD-020,2023-01-12 06:00:00,2,0.1,Approved,Electronics,59.07,Customer_94,East,2021-10-17,106.33,January,Thursday
271,10272,CUST-043,PROD-013,2023-01-12 07:00:00,6,0.05,Approved,Office,60.22,Customer_43,West,2020-10-25,343.25,January,Thursday
272,10273,CUST-089,PROD-012,2023-01-12 08:00:00,4,0.05,Approved,Furniture,64.77,Customer_89,North,2021-09-12,246.13,January,Thursday
273,10274,CUST-037,PROD-008,2023-01-12 09:00:00,7,0.0,Approved,Office,348.22,Customer_37,East,2020-09-13,2437.54,January,Thursday
274,10275,CUST-090,PROD-014,2023-01-12 10:00:00,6,0.0,Approved,Electronics,300.42,Customer_90,Midwest,2021-09-19,1802.52,January,Thursday
275,10276,CUST-042,PROD-016,2023-01-12 11:00:00,9,0.1,Approved,Electronics,50.92,Customer_42,East,2020-10-18,412.45,January,Thursday
276,10277,CUST-032,PROD-011,2023-01-12 12:00:00,5,0.0,Approved,Electronics,93.48,Customer_32,East,2020-08-09,467.4,January,Thursday
277,10278,CUST-052,PROD-001,2023-01-12 13:00:00,5,0.05,Approved,Clothing,152.01,Customer_52,South,2020-12-27,722.05,January,Thursday
278,10279,CUST-020,PROD-014,2023-01-12 14:00:00,1,0.2,Approved,Electronics,300.42,Customer_20,West,2020-05-17,240.34,January,Thursday
279,10280,CUST-092,PROD-015,2023-01-12 15:00:00,6,0.2,Approved,Office,108.21,Customer_92,Midwest,2021-10-03,519.41,January,Thursday
280,10281,CUST-041,PROD-009,2023-01-09 16:00:00,5,0.0,Approved,Furniture,293.46,Customer_41,West,2020-10-11,1467.3,January,Monday
281,10282,CUST-030,PROD-001,2023-01-12 17:00:00,3,0.0,Approved,Clothing,152.01,Customer_30,North,2020-07-26,456.03,January,Thursday
282,10283,CUST-011,PROD-001,2023-01-12 18:00:00,3,0.05,Approved,Clothing,152.01,Customer_11,South,2020-03-15,433.23,January,Thursday
283,10284,CUST-007,PROD-016,2023-01-12 19:00:00,4,0.1,Approved,Electronics,50.92,Customer_7,West,2020-02-16,183.31,January,Thursday
284,10285,CUST-049,PROD-009,2023-01-12 20:00:00,1,0.1,Approved,Furniture,293.46,Customer_49,West,2020-12-06,264.11,January,Thursday
285,10286,CUST-078,PROD-004,2023-01-12 21:00:00,9,0.1,Approved,Office,340.59,Customer_78,West,2021-06-27,2758.78,January,Thursday
286,10287,CUST-058,PROD-012,2023-01-12 22:00:00,3,0.1,Approved,Furniture,64.77,Customer_58,Midwest,2021-02-07,174.88,January,Thursday
287,10288,CUST-027,PROD-011,2023-01-12 23:00:00,8,0.0,Approved,Electronics,93.48,Customer_27,Midwest,2020-07-05,747.84,January,Thursday
288,10289,CUST-018,PROD-019,2023-01-13 00:00:00,4,0.1,Approved,Clothing,70.37,Customer_18,North,2020-05-03,253.33,January,Friday
289,10290,CUST-070,PROD-012,2023-01-13 01:00:00,3,0.05,Approved,Furniture,64.77,Customer_70,East,2021-05-02,184.59,January,Friday
290,10291,CUST-018,PROD-002,2023-01-13 02:00:00,8,0.05,Approved,Office,494.51,Customer_18,North,2020-05-03,3758.28,January,Friday
291,10292,CUST-092,PROD-015,2023-01-13 03:00:00,7,0.0,Approved,Office,108.21,Customer_92,Midwest,2021-10-03,757.47,January,Friday
292,10293,CUST-040,PROD-009,2023-01-13 04:00:00,4,0.2,Approved,Furniture,293.46,Customer_40,South,2020-10-04,939.07,January,Friday
293,10294,CUST-071,PROD-012,2023-01-13 05:00:00,7,0.0,Approved,Furniture,64.77,Customer_71,Midwest,2021-05-09,453.39,January,Friday
294,10295,CUST-064,PROD-012,2023-01-13 06:00:00,5,0.1,Approved,Furniture,64.77,Customer_64,West,2021-03-21,291.46,January,Friday
295,10296,CUST-031,PROD-002,2023-01-13 07:00:00,1,0.0,Approved,Office,494.51,Customer_31,West,2020-08-02,494.51,January,Friday
296,10297,CUST-035,PROD-020,2023-01-13 08:00:00,6,0.2,Approved,Electronics,59.07,Customer_35,Midwest,2020-08-30,283.54,January,Friday
297,10298,CUST-019,PROD-011,2023-01-13 09:00:00,8,0.1,Approved,Electronics,93.48,Customer_19,West,2020-05-10,673.06,January,Friday
298,10299,CUST-078,PROD-010,2023-01-13 10:00:00,5,0.2,Approved,Electronics,294.57,Customer_78,West,2021-06-27,1178.28,January,Friday
299,10300,CUST-056,PROD-013,2023-01-13 11:00:00,8,0.1,Approved,Office,60.22,Customer_56,East,2021-01-24,433.58,January,Friday
300,10301,CUST-093,PROD-008,2023-01-13 12:00:00,2,0.0,Returned,Office,348.22,Customer_93,West,2021-10-10,696.44,January,Friday
301,10302,CUST-002,PROD-013,2023-01-13 13:00:00,5,0.2,Approved,Office,60.22,Customer_2,South,2020-01-12,240.88,January,Friday
302,10303,CUST-087,PROD-004,2023-01-13 14:00:00,2,0.2,Approved,Office,340.59,Customer_87,South,2021-08-29,544.94,January,Friday
303,10304,CUST-079,PROD-007,2023-01-13 15:00:00,2,0.2,Approved,Clothing,304.97,Customer_79,Midwest,2021-07-04,487.95,January,Friday
304,10305,CUST-076,PROD-013,2023-01-13 16:00:00,2,0.05,Approved,Office,60.22,Customer_76,East,2021-06-13,114.42,January,Friday
305,10306,CUST-039,PROD-014,2023-01-13 17:00:00,2,0.2,Approved,Electronics,300.42,Customer_39,North,2020-09-27,480.67,January,Friday
306,10307,CUST-045,PROD-007,2023-01-13 18:00:00,3,0.1,Approved,Clothing,304.97,Customer_45,South,2020-11-08,823.42,January,Friday
307,10308,CUST-077,PROD-020,2023-01-13 19:00:00,2,0.2,Approved,Electronics,59.07,Customer_77,West,2021-06-20,94.51,January,Friday
308,10309,CUST-013,PROD-008,2023-01-13 20:00:00,9,0.0,Approved,Office,348.22,Customer_13,Midwest,2020-03-29,3133.98,January,Friday
309,10310,CUST-015,PROD-014,2023-01-13 21:00:00,8,0.1,Approved,Electronics,300.42,Customer_15,North,2020-04-12,2163.02,January,Friday
310,10311,CUST-050,PROD-006,2023-01-13 22:00:00,6,0.0,Approved,Electronics,421.8,Customer_50,West,2020-12-13,2530.8,January,Friday
311,10312,CUST-078,PROD-007,2023-01-13 23:00:00,6,0.05,Approved,Clothing,304.97,Customer_78,West,2021-06-27,1738.33,January,Friday
312,10313,CUST-099,PROD-017,2023-01-14 00:00:00,6,0.05,Approved,Furniture,244.09,Customer_99,North,2021-11-21,1391.31,January,Saturday
313,10314,CUST-066,PROD-007,2023-01-14 01:00:00,2,0.2,Approved,Clothing,304.97,Customer_66,West,2021-04-04,487.95,January,Saturday
314,10315,CUST-004,PROD-012,2023-01-14 02:00:00,3,0.1,Approved,Furniture,64.77,Customer_4,Midwest,2020-01-26,174.88,January,Saturday
315,10316,CUST-035,PROD-004,2023-01-14 03:00:00,8,0.2,Approved,Office,340.59,Customer_35,Midwest,2020-08-30,2179.78,January,Saturday
316,10317,CUST-081,PROD-018,2023-01-14 04:00:00,9,0.2,Approved,Furniture,211.46,Customer_81,West,2021-07-18,1522.51,January,Saturday
317,10318,CUST-072,PROD-007,2023-01-14 05:00:00,6,0.2,Approved,Clothing,304.97,Customer_72,East,2021-05-16,1463.86,January,Saturday
318,10319,CUST-025,PROD-005,2023-01-14 06:00:00,9,0.0,Approved,Electronics,282.48,Customer_25,North,2020-06-21,2542.32,January,Saturday
319,10320,CUST-078,PROD-006,2023-01-14 07:00:00,1,0.2,Approved,Electronics,421.8,Customer_78,West,2021-06-27,337.44,January,Saturday
320,10321,CUST-079,PROD-018,2023-01-14 08:00:00,9,0.0,Approved,Furniture,211.46,Customer_79,Midwest,2021-07-04,1903.14,January,Saturday
321,10322,CUST-093,PROD-012,2023-01-14 09:00:00,9,0.05,Approved,Furniture,64.77,Customer_93,West,2021-10-10,553.78,January,Saturday
322,10323,CUST-009,PROD-007,2023-01-14 10:00:00,3,0.2,Approved,Clothing,304.97,Customer_9,North,2020-03-01,731.93,January,Saturday
323,10324,CUST-049,PROD-011,2023-01-14 11:00:00,3,0.2,Approved,Electronics,93.48,Customer_49,West,2020-12-06,224.35,January,Saturday
324,10325,CUST-052,PROD-009,2023-01-14 12:00:00,4,0.05,Approved,Furniture,293.46,Customer_52,South,2020-12-27,1115.15,January,Saturday
325,10326,CUST-009,PROD-015,2023-01-14 13:00:00,3,0.2,Approved,Office,108.21,Customer_9,North,2020-03-01,259.7,January,Saturday
326,10327,CUST-067,PROD-014,2023-01-14 14:00:00,7,0.0,Approved,Electronics,300.42,Customer_67,Midwest,2021-04-11,2102.94,January,Saturday
327,10328,CUST-035,PROD-012,2023-01-14 15:00:00,7,0.1,Approved,Furniture,64.77,Customer_35,Midwest,2020-08-30,408.05,January,Saturday
328,10329,CUST-055,PROD-016,2023-01-14 16:00:00,9,0.05,Approved,Electronics,50.92,Customer_55,Midwest,2021-01-17,435.37,January,Saturday
329,10330,CUST-077,PROD-016,2023-01-14 17:00:00,3,0.0,Approved,Electronics,50.92,Customer_77,West,2021-06-20,152.76,January,Saturday
330,10331,CUST-052,PROD-007,2023-01-14 18:00:00,8,0.2,Approved,Clothing,304.97,Customer_52,South,2020-12-27,1951.81,January,Saturday
331,10332,CUST-076,PROD-011,2023-01-14 19:00:00,8,0.05,Approved,Electronics,93.48,Customer_76,East,2021-06-13,710.45,January,Saturday
332,10333,CUST-024,PROD-003,2023-01-14 20:00:00,4,0.05,Approved,Electronics,481.21,Customer_24,North,2020-06-14,1828.6,January,Saturday
333,10334,CUST-059,PROD-015,2023-01-14 21:00:00,6,0.2,Approved,Office,108.21,Customer_59,East,2021-02-14,519.41,January,Saturday
334,10335,CUST-030,PROD-002,2023-01-14 22:00:00,5,0.1,Approved,Office,494.51,Customer_30,North,2020-07-26,2225.3,January,Saturday
335,10336,CUST-031,PROD-014,2023-01-14 23:00:00,7,0.1,Approved,Electronics,300.42,Customer_31,West,2020-08-02,1892.65,January,Saturday
336,10337,CUST-050,PROD-001,2023-01-15 00:00:00,6,0.05,Approved,Clothing,152.01,Customer_50,West,2020-12-13,866.46,January,Sunday
337,10338,CUST-094,PROD-012,2023-01-15 01:00:00,7,0.2,Approved,Furniture,64.77,Customer_94,East,2021-10-17,362.71,January,Sunday
338,10339,CUST-013,PROD-011,2023-01-15 02:00:00,2,0.2,Approved,Electronics,93.48,Customer_13,Midwest,2020-03-29,149.57,January,Sunday
339,10340,CUST-039,PROD-005,2023-01-15 03:00:00,3,0.05,Approved,Electronics,282.48,Customer_39,North,2020-09-27,805.07,January,Sunday
340,10341,CUST-099,PROD-013,2023-01-15 04:00:00,5,0.0,Approved,Office,60.22,Customer_99,North,2021-11-21,301.1,January,Sunday
341,10342,CUST-023,PROD-003,2023-01-15 05:00:00,4,0.0,Approved,Electronics,481.21,Customer_23,Midwest,2020-06-07,1924.84,January,Sunday
342,10343,CUST-095,PROD-009,2023-01-15 06:00:00,9,0.0,Approved,Furniture,293.46,Customer_95,South,2021-10-24,2641.14,January,Sunday
343,10344,CUST-031,PROD-019,2023-01-15 07:00:00,9,0.0,Approved,Clothing,70.37,Customer_31,West,2020-08-02,633.33,January,Sunday
344,10345,CUST-001,PROD-011,2023-01-12 08:00:00,4,0.2,Approved,Electronics,93.48,Customer_1,South,2020-01-05,299.14,January,Thursday
345,10346,CUST-033,PROD-008,2023-01-12 09:00:00,3,0.0,Approved,Office,348.22,Customer_33,Midwest,2020-08-16,1044.66,January,Thursday
346,10347,CUST-099,PROD-008,2023-01-15 10:00:00,2,0.05,Approved,Office,348.22,Customer_99,North,2021-11-21,661.62,January,Sunday
347,10348,CUST-049,PROD-008,2023-01-15 11:00:00,3,0.2,Approved,Office,348.22,Customer_49,West,2020-12-06,835.73,January,Sunday
348,10349,CUST-068,PROD-014,2023-01-15 12:00:00,3,0.0,Approved,Electronics,300.42,Customer_68,Midwest,2021-04-18,901.26,January,Sunday
349,10350,CUST-043,PROD-010,2023-01-15 13:00:00,4,0.2,Returned,Electronics,294.57,Customer_43,West,2020-10-25,942.62,January,Sunday
350,10351,CUST-006,PROD-016,2023-01-15 14:00:00,8,0.2,Approved,Electronics,50.92,Customer_6,North,2020-02-09,325.89,January,Sunday
351,10352,CUST-050,PROD-012,2023-01-15 15:00:00,9,0.2,Approved,Furniture,64.77,Customer_50,West,2020-12-13,466.34,January,Sunday
352,10353,CUST-063,PROD-001,2023-01-15 16:00:00,1,0.1,Approved,Clothing,152.01,Customer_63,Midwest,2021-03-14,136.81,January,Sunday
353,10354,CUST-028,PROD-018,2023-01-15 17:00:00,7,0.0,Approved,Furniture,211.46,Customer_28,South,2020-07-12,1480.22,January,Sunday
354,10355,CUST-066,PROD-020,2023-01-15 18:00:00,3,0.0,Approved,Electronics,59.07,Customer_66,West,2021-04-04,177.21,January,Sunday
355,10356,CUST-074,PROD-013,2023-01-15 19:00:00,7,0.0,Approved,Office,60.22,Customer_74,Midwest,2021-05-30,421.54,January,Sunday
356,10357,CUST-007,PROD-003,2023-01-15 20:00:00,2,0.2,Approved,Electronics,481.21,Customer_7,West,2020-02-16,769.94,January,Sunday
357,10358,CUST-062,PROD-011,2023-01-15 21:00:00,9,0.0,Approved,Electronics,93.48,Customer_62,West,2021-03-07,841.32,January,Sunday
358,10359,CUST-088,PROD-007,2023-01-15 22:00:00,7,0.1,Approved,Clothing,304.97,Customer_88,Midwest,2021-09-05,1921.31,January,Sunday
359,10360,CUST-020,PROD-006,2023-01-15 23:00:00,3,0.1,Approved,Electronics,421.8,Customer_20,West,2020-05-17,1138.86,January,Sunday
360,10361,CUST-017,PROD-002,2023-01-16 00:00:00,8,0.2,Approved,Office,494.51,Customer_17,South,2020-04-26,3164.86,January,Monday
361,10362,CUST-022,PROD-011,2023-01-16 01:00:00,3,0.2,Approved,Electronics,93.48,Customer_22,East,2020-05-31,224.35,January,Monday
362,10363,CUST-068,PROD-010,2023-01-16 02:00:00,9,0.0,Approved,Electronics,294.57,Customer_68,Midwest,2021-04-18,2651.13,January,Monday
363,10364,CUST-019,PROD-017,2023-01-16 03:00:00,7,0.2,Approved,Furniture,244.09,Customer_19,West,2020-05-10,1366.9,January,Monday
364,10365,CUST-091,PROD-006,2023-01-16 04:00:00,9,0.0,Approved,Electronics,421.8,Customer_91,South,2021-09-26,3796.2,January,Monday
365,10366,CUST-078,PROD-004,2023-01-16 05:00:00,7,0.05,Approved,Office,340.59,Customer_78,West,2021-06-27,2264.92,January,Monday
366,10367,CUST-021,PROD-005,2023-01-16 06:00:00,10,0.0,Approved,Electronics,282.48,Customer_21,Midwest,2020-05-24,2824.8,January,Monday
